项目,主题,问题类型,优先级,
新基金业务管理系统_内部,【上证基金通摘牌】上传修正通知单后缀是.docx的文档也不能上传,缺陷,高,
新基金业务管理系统_内部,【上证基金通发售变更】初审和基金公司的数据列表界面日期查询—结束日期比开始日期小没有提示,优化,普通,
新基金业务管理系统_内部,【上证基金通更名】复审全选发单，发单成功的提示框和其它提示框不一样,优化,普通,
新基金业务管理系统_内部,【上证基金通更名】复审数据列表界面业务状态显示不正确,优化,高,
新基金业务管理系统_内部,【上证基金通更名】备注过长无法完整显示,优化,普通,
新基金业务管理系统_内部,【上证基金通发售】备注过长无法完整显示,优化,普通,
新基金业务管理系统_内部,【集合申购及上市】基金公司提交信息后，申请人信息变成代码,优化,高,
新基金业务管理系统_内部,【集合申购及上市】提示信息优化,优化,普通,
新基金业务管理系统_内部,【LOF发行】事项列表显示不正确,优化,普通,
新基金业务管理系统_内部,【lof发行】复审点击完成无反应,缺陷,高,
新基金业务管理系统_内部,【ETF发行】复核无法发送通知单,缺陷,普通,
新基金业务管理系统_内部,【ISIN代码管理】列表中的申请日期显示错误,优化,高,
新基金业务管理系统_内部,【实时申赎货币基金发行】复审完成后无法上传修正通知单。还有实时申赎货币基金放开申购赎回也是如此。,缺陷,普通,
新基金业务管理系统_内部,【封闭式基金上市】复审完成后无法上传修正通知单,缺陷,普通,
新基金业务管理系统_内部,【ETF发行】基金公司选择的发行终止日和起始日比申请日期小，无提示，无法提交,优化,普通,
新基金业务管理系统_内部,【代码申请】初审审批时，录入证券代码511094，提交成功，复核审核时提示代码重复,优化,高,
新基金业务管理系统_内部,【代码申请】列表中的申请日期显示错误,优化,高,
新基金业务管理系统_内部,【基金分红】初审从首页点击不通过后未返回首页,优化,低,
新基金业务管理系统_内部,【辅助功能】代办委托，已代办信息列表，首页，每页显示，上下一页，点击无效,缺陷,普通,
新基金业务管理系统_内部,【辅助功能】代办委托，已代办信息列表，超过10条时，会与右下方的每页显示，上一页，下一页行显示重叠,优化,普通,
新基金业务管理系统_内部,【辅助功能】所内用户：客户维护及发送通知分页有问题,优化,普通,
新基金业务管理系统_内部,【辅助功能】代办委托，填好信息后，确认提交点确定。出现委托成功，有确定和取消两个按钮，点击取消。无法取消,优化,普通,
新基金业务管理系统_内部,【上证基金通发售】去掉封闭式基金发售，即所外下拉选框不显示封闭式基金代码,优化,高,
新基金业务管理系统_内部,【全部流程】通知单时上传文件，当重复上传一个格式不符的文件后，不会再提示上传文件格式不符的提示,优化,低,
新基金业务管理系统_内部,【统计与查询】业务流程查询--》按照关键字查询会报错,缺陷,普通,
新基金业务管理系统_内部,【基金分红】复核发送所有通知单，点击完成，操作无效,缺陷,高,
新基金业务管理系统_内部,【辅助功能】待办事项列表中，每页显示15，30条时，尾页按钮会失效,缺陷,普通,
新基金业务管理系统_内部,【基金分红】初审代填，被退回后，编辑 页面无历史审核意见栏,优化,普通,
新基金业务管理系统_内部,【基金分红】基金公司点击基金分红的菜单，系统退出登录（偶发）,优化,普通,
新基金业务管理系统_内部,【ETF发行】通知单全发送完之后，全选发送的文字应该消失,优化,低,
新基金业务管理系统_内部,【全部流程】基金业务部复审审核输入过长的意见，走不下去了！！所有的流程textarea的长度验证都需要注意！！！！！,优化,高,
新基金业务管理系统_内部,【ETF发行】网上现金发行终止日应大于网上现金发行起始日，发现问题相等也可以提交,优化,低,
新基金业务管理系统_内部,【基金回购出入库】基金业务部保存后提交，输入过长的备注无提示，且不能通过！！,优化,高,
新基金业务管理系统_内部,【封闭基金上市】复核发送所有通知单，点击完成，弹出提示框“提交失败”,缺陷,高,
新基金业务管理系统_内部,【封闭基金上市】初审审核时，填写认购代码，页面可以自动显示认购简称,优化,普通,
新基金业务管理系统_内部,【上证基金通】放开申购赎回及转托管复审通过，发送通知单后点击完成无效,缺陷,高,
新基金业务管理系统_内部,【基金回购出入库】基金业务部初审选择错误的回购起始日可以审核成功,优化,普通,
新基金业务管理系统_内部,【ISIN】审核岗审核的时候，添加其他市场证券编码之后只存在添加的，而之前提交的不在,优化,普通,
新基金业务管理系统_内部,【封闭基金上市】基金公司修改上市日期后，点击提交，操作不成功,优化,高,
新基金业务管理系统_内部,【封转开】初审若停牌原因输入过长，选择复核人之后，点击确定，无任何反应,优化,普通,
新基金业务管理系统_内部,【基金回购出入库】基金公司列表页，输入证券简称点击查询无反应,优化,高,
新基金业务管理系统_内部,【封闭基金上市】基金公司点击修改按键，系统自动退出的登录（偶发）,优化,高,
新基金业务管理系统_内部,【ISIN】页面全称显示不完全,优化,低,
新基金业务管理系统_内部,【封闭基金上市】基金公司点击业务办理申请按键，系统自动退出的登录（偶发）,优化,高,
新基金业务管理系统_内部,【信息披露】所外新建后保存，点击修改报错500；提交后点击查看也报500,缺陷,高,
新基金业务管理系统_内部,【上证基金通】更名复审通过，发送通知单页面全选发送方无效，上传通知单无效，发送无效，完成无效，返回出错，首页代办事项点击处理报错404,缺陷,紧急,
新基金业务管理系统_内部,【上证基金通】更名复审通过，发送通知单页面全选发送方无效，上传通知单无效，发送无效，完成无效，返回出错，首页代办事项点击处理报错404,缺陷,紧急,
新基金业务管理系统_内部,【实时申赎货币基金放开申赎】复核审核页面，申请人显示的是代码,优化,高,
新基金业务管理系统_内部,【ETF更名】备注过长显示不完整,优化,低,
新基金业务管理系统_内部,【上证基金通】发售复审通过，发送通知单页面上传修正通知单后，预览标题颜色不变（放开申购赎回及转托管也是如此）,优化,普通,
新基金业务管理系统_内部,【ETF拆分】初审录入完开盘参考价提交之后，初审查看详情页面“产品创新中心详情”内容显示没对齐,优化,低,
新基金业务管理系统_内部,【ETF合并】初审录入完开盘参考价提交之后，初审查看详情页面“产品创新中心详情”内容显示没对齐,优化,低,
新基金业务管理系统_内部,【上证基金通】放开申购赎回及转托管申请，信息填写对邮箱地址结尾大小写限制，建议大小写都可以,优化,普通,
新基金业务管理系统_内部,【辅助功能】代办委托的代办时间没做交易日验证,优化,普通,
新基金业务管理系统_内部,【LOF基金份额放开交易】基金开盘参考价通知单的预览内容是连续停牌通知单内容,缺陷,普通,
新基金业务管理系统_内部,【ETF基金回购出入库】备注过长显示不完全,优化,普通,
新基金业务管理系统_内部,【文件上传问题】上传比较大的文件，不能上传成功，且没有任何提示,优化,普通,
新基金业务管理系统_内部,【上证基金通】基金更名，复审后在发送通知单页面，预览后后上传修正通知单，标题颜色不变,优化,低,
新基金业务管理系统_内部,【ETF发行】同一个证券代码可重复发起,优化,高,
新基金业务管理系统_内部,【ETF上市】主办代填ETF上市，基金账户、户名字段没有按照需规中要求的字符开发，且显示不完全,优化,高,
新基金业务管理系统_内部,【ETF发行】网上现金发行终止日等于网上现金发行起始日也能提交通过,优化,高,
新基金业务管理系统_内部,【ISIN代码申请】同一个证券代码可重复发起,优化,高,
新基金业务管理系统_内部,【ISIN代码申请】产品首次发行时间没做交易日判断验证,优化,高,
新基金业务管理系统_内部,【统计与查询】基金传真汇总，选择发送部门后，点击发送无反应,缺陷,高,
新基金业务管理系统_内部,【封转开】《基金连续停牌通知单》显示问题,优化,低,
新基金业务管理系统_内部,【统计与查询】基金传真汇总，无最新的做的业务数据，且汇总发送列表中点击下载会报错500，,缺陷,高,
新基金业务管理系统_内部,【连续停牌】复核未发送通知单后，点击完成，操作失败,缺陷,高,
新基金业务管理系统_内部,【封转开】列表页面，点击终止上市日期输入框，无日期控件弹出,优化,普通,
新基金业务管理系统_内部,【管理员开户管理】不能新增基金管理人和基金公司,优化,高,
新基金业务管理系统_内部,【LOF发行变更】复核未发送所有通知单，点击完成，操作失败,缺陷,高,
新基金业务管理系统_内部,【辅助功能】所外点击作废事项，点击翻页，操作列显示错误,优化,高,
新基金业务管理系统_内部,【上证基金通摘牌】所内代办，复审阶段，页面上‘基金摘牌日’为必填项，前面应该加星号,优化,普通,
新基金业务管理系统_内部,【ETF变更标的指数】主办代填：初审结束流程，所外“公司事项”未显示状态,优化,高,
新基金业务管理系统_内部,【ETF变更标的指数】ETF更名通知单：未提取备注信息,优化,高,
新基金业务管理系统_内部,【ETF变更标的指数】流程第二阶段：点击结束时给个提示框“确定结束？确定/取消”,优化,高,
新基金业务管理系统_内部,【ETF基金集合申购与上市】录入开盘参考价后复审通过，发送通知单后对号自动消失，无法完成,缺陷,高,
新基金业务管理系统_内部,"【ETF变更标的指数】所内代填-》复审从列表点击审批,再点击返回--》列表操作栏的“审批，作废”各有两个",优化,高,
新基金业务管理系统_内部,【ETF基金集合申购与上市】所内代办复审后录入开盘参考价页面，对外公告上市首日前无星号,优化,普通,
新基金业务管理系统_内部,【基金连续停牌】所内用户选择非交易日，无任何提示,优化,高,
新基金业务管理系统_内部,【基金连续停牌】所外提交申请，停牌终止日不正确也能提交成功,优化,高,
新基金业务管理系统_内部,【ETF变更标的指数】所外修改提交“未通过”的申请单-》主办通过-》复审审核，操作栏的审批有3个,优化,高,
新基金业务管理系统_内部,【ETF变更标的指数】所外新建-》主办通过-》复审不通过-》主办不通过-》所外修改提交，申请人变为公司编号,优化,高,
新基金业务管理系统_内部,【ETF变更标的指数】复审页面：变更后基金全称无法完全显示,优化,低,
新基金业务管理系统_内部,【ETF基金集合申购与上市】所内用户可以用普通货币ETF代码来做，应只可用增设场内货币ETF,优化,普通,
新基金业务管理系统_内部,【信息披露】复审审核通过提示“操作失败，请联系管理员”,缺陷,高,
新基金业务管理系统_内部,【用户反馈】信息披露：把发行（发售）变更单独作为小类，显示在小类的下拉选框中,需求变更,高,
新基金业务管理系统_内部,【信息披露】所外用户查看审核过的数据，意见栏显示不正确,优化,低,
新基金业务管理系统_内部,【基金连续停牌】复审点击通过，无法进行下一步,缺陷,高,
新基金业务管理系统_内部,【ETF基金合并】主办代填，复审审核点击通过，报错500,缺陷,高,
新基金业务管理系统_内部,【代码申请】基金公司申请信息时无法上传附件,缺陷,普通,
新基金业务管理系统_内部,【辅助功能】待办事项里的基金连续停牌业务意见审核栏“部门”显示不对,优化,普通,
新基金业务管理系统_内部,【ETF变更指数标的】复核无法进行审核通过的操作,缺陷,高,
新基金业务管理系统_内部,【信息披露】数据列表界面查询报404错误,缺陷,高,
新基金业务管理系统_内部,【（创新式）封闭式基金上市】所内用户登录：查询条件“上市日期选择不正确”，提示语显示的是“暂停申购起始日”,优化,高,
新基金业务管理系统_内部,【基金公司信息查看】基金公司信息查看流程，点击查询按钮， “新建日期”和“最新修改日期”列无内容,优化,高,
新基金业务管理系统_内部,【基金分红】所外新建：复审通过-》点击“返回”-》首页点击处理，报错404,缺陷,高,
新基金业务管理系统_内部,【基金分红】所外修改未通过的单子，点击保存后“历史审核意见列表”消失了,优化,普通,
新基金业务管理系统_内部,【基金分红】所外删除，提示只有“确定”按钮，请优化成“确定，取消”,优化,普通,
新基金业务管理系统_内部,【基金分红】复审通过-》上传修正通知单-》预览通知单--》首页点击处理，报错404,缺陷,高,
新基金业务管理系统_内部,【风险管控】LOF参数检查点击报错500,优化,高,
新基金业务管理系统_内部,【试运行0.7.4-ETF发行】货币ETF发行，主办代填，复审通过之后，复审找不到这条数据,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-ETF退市】ETF基金摘牌通知单显示问题,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-ETF上市】ETF账户信息通知单显示问题,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-ETF基金拆分】复审后发送通知单，预览通知单后上传修正通知单，通知单标题无颜色变化,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-ETF上市】基金连续停牌通知单显示问题,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-LOF份额放开交易】tj录入开盘参考价，lof代码501568。点击提交完成无反应。点击保存，会失败，报错object（偶发）,缺陷,普通,
新基金业务管理系统_内部,【试运行0.7.4-LOF份额放开交易】复审后通知单页面，点击标题预览后颜色不变。且多次上传修正通知单后，点击完成会显示‘操作失败’（偶发）,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-LOF份额放开交易】复审通过后，上传正常docx格式修正通知单，会报错405，经常出现,缺陷,普通,
新基金业务管理系统_内部,【试运行0.7.4-LOF上市及放开申赎及转托管】初审复审通过后，发送通知单页面，点击预览后标题颜色不变，上传修正通知单后颜色也不变,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-ETF变更指数标的】基金公司提交信息后，申请页面的申请人内容变成代码,优化,高,
新基金业务管理系统_内部,【试运行0.7.4-创新封闭式基金上市】通知单内容显示错误,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-LOF发行变更】初审复审通过后，发送通知单，发送成功后有确定和取消按钮，点击取消无效，建议去除取消按钮，与其他模块统一风格,优化,普通,
新基金业务管理系统_内部,【试运行0.7.4-实时申赎货币基金摘牌】初审录入摘牌日期无法提交,缺陷,高,
新基金业务管理系统_内部,【试运行0.7.4-实时申赎货币基金开放申赎】复核发送通知单后，查看通知单列表，未显示发送标记,优化,高,
新基金业务管理系统_内部,【实时申赎货币基金摘牌】初审复审通过后，初审录入基金摘牌日，提交后回主页，在办事项中查看该代码，报错500,缺陷,高,
新基金业务管理系统_内部,【LOF份额放开交易】主办录入错误的开盘价，修改正确后无法提交,缺陷,高,
新基金业务管理系统_内部,【基金分红】初审代填保存后，点击删除没反应,优化,高,
新基金业务管理系统_内部,【LOF暂停及恢复申赎及转托管】通知单全部发送完成，复选框没有禁掉,优化,普通,
新基金业务管理系统_内部,【基金分红】复审通过-》上传修正通知单-》返回列表，操作权限变成了“审批，作废”,缺陷,高,
新基金业务管理系统_内部,【基金分红】所内作废，提示只有“确定”按钮，请优化成“确定，取消”,优化,高,
新基金业务管理系统_内部,【基金分红】所外发起/初审代填提交后，复审作废恢复后，从首页处理进去页面是在通知单发送列表页,优化,高,
新基金业务管理系统_内部,【基金分红】初审代填提交后，查看页面和复审审核页面的申请人变为基金公司了,优化,高,
新基金业务管理系统_内部,【基金分红】初审代填保存后，状态为“未提交”但操作权限为查看,优化,高,
新基金业务管理系统_内部,【基金分红】初审代填新建时申请人显示的是登录名,优化,普通,
新基金业务管理系统_内部,【LOF暂停及恢复申赎及转托管】基金公司查看详情页面申请人显示不正确,优化,高,
新基金业务管理系统_内部,【上证基金通发售变更】通知单公告日期未显示,缺陷,普通,
新基金业务管理系统_内部,【LOF上市及放开申赎及转托管】主办代填点击保存，却提交了数据,优化,高,
新基金业务管理系统_内部,【上证基金通发售变更】初审审核不通过时无法操作,优化,高,
新基金业务管理系统_内部,【上证基金通发售变更】基金公司填写申请信息是，证券代码下拉框会显示非上证基金通的代码,优化,普通,
新基金业务管理系统_内部,【ETF发行】复审通过后上传修正通知单，提示‘修正成功’，此时点击确定则一切正常，点击取消则预览和下载会报错500,缺陷,高,
新基金业务管理系统_内部,【ETF集合申购上市】所内：业务状态为待录入状态的详情页面，历史意见栏部门显示不正确,优化,普通,
新基金业务管理系统_内部,【ETF变更标的指数】已经做过上市的单市场债券无法做变更标的指数申请,缺陷,普通,
新基金业务管理系统_内部,【基金连续停牌】 主办代替保存后，修改页面无法修改停牌起始日,优化,高,
新基金业务管理系统_内部,【基金连续停牌】 业务部列表页面：主办发起流程，复核不通过，主办应该显示“修改、作废”而不是“审核、作废”,优化,低,
新基金业务管理系统_内部,【上证基金通】放开申购赎回及转托管，初审完成选择复审人后点击确定无效，且保存无效,缺陷,高,
新基金业务管理系统_内部,【ETF集合申购及上市】通知单全部发送完后，全选按钮没有被禁掉,优化,普通,
新基金业务管理系统_内部,【（创新式）封闭式基金上市 基金业务部列表页面：提示语不对,优化,低,
新基金业务管理系统_内部,【信息披露】公告信息列表，查询信息后清空，不需要再点击查询，直接回初始列表,优化,普通,
新基金业务管理系统_内部,【LOF上市】所外新建：保存后再进入修改页面，申请人和申请日期消失；提交后查看，申请人是公司编号,优化,高,
新基金业务管理系统_内部,【LOF发行变更】上传修正通知单：上传成功未提示,优化,低,
新基金业务管理系统_内部,【上证基金通】更名，基金更名申请信息列表查询时出现异常（所内所外办理皆异常）,缺陷,高,
新基金业务管理系统_内部,【基金代码申请】邮箱不正确也能提交通过,优化,普通,
新基金业务管理系统_内部,【（创新式）封闭式基金上市】基金公司列表页面清空按钮不可清空选择框内容,优化,低,
新基金业务管理系统_内部,【基金连续停牌】 业务部列表页面：日期输入框应该只能点选日期不可输入文字,优化,低,
新基金业务管理系统_内部,【（创新式）封闭式基金上市】：由基金公司发起的流程复审环节未实现待办委托,优化,低,
新基金业务管理系统_内部,【上证LOF暂停及恢复申赎及转托管】通知单预览报500错误,缺陷,高,
新基金业务管理系统_内部,【上证LOF暂停及恢复申赎及转托管】复审审核，点击关闭，跳转登录界面,优化,高,
新基金业务管理系统_内部,【代码申请】所外保存后，修改页面的申请人显示为公司编号,优化,普通,
新基金业务管理系统_内部,【ETF拆分】和合并，和ETF集合申购及上市在复审完成后待录入阶段因日期控制无法提交,优化,高,
新基金业务管理系统_内部,上证LOF发行变更】复审点击通过，【显示操作失败，请联系管理员】,缺陷,普通,
新基金业务管理系统_内部,【封转开】复审点击通过无反应,缺陷,高,
新基金业务管理系统_内部,【上证基金通发售变更】分页符和其它流程不一致,优化,普通,
新基金业务管理系统_内部,【上证基金通更名】基金更名通知的名称错误,优化,高,
新基金业务管理系统_内部,【ETF更名】所外新建：保存后再进入修改页面，申请人和申请日期消失；提交后查看，申请人是公司编号,优化,高,
新基金业务管理系统_内部,【ETF发行】跨市场股票ETF通知单编号预览时在公告日期的下方,优化,低,
新基金业务管理系统_内部,【实时申赎货币市场基金摘牌】基金连续停牌通知单(综合业务平台) 应该没有“请于当日17：00前回传”还有当流程做完后查看通知单显示的连续停牌通知单错误,优化,低,
新基金业务管理系统_内部,【ETF发行】货币ETF通知单编号显示为billcode，且预览时在公告日期的下方,优化,普通,
新基金业务管理系统_内部,【实时申赎货币市场基金摘牌】实时申赎货币市场基金摘牌通知单公告日期显示当前日期,优化,低,
新基金业务管理系统_内部,【实时申赎货币基金发行】实时申赎货币市场基金发售通知单“编号”文字显示在括号外面，应该显示在括号内,优化,低,
新基金业务管理系统_内部,【基金管理人更名】所外人员辅助功能的作废事项列表经办人没有显示,优化,普通,
新基金业务管理系统_内部,【LOF发行变更】LOF变更认购通知单与需规不符,优化,高,
新基金业务管理系统_内部,【基金代码申请】基金类型选择了之后，基金全称自动清空,优化,高,
新基金业务管理系统_内部,【实时申赎货币基金放开申购赎回】基金连续停牌通知单不正确,优化,普通,
新基金业务管理系统_内部,【实时申赎货币基金摘牌】基金连续停牌通知单不正确,优化,高,
新基金业务管理系统_内部,【辅助功能-待办事项】报错500,缺陷,普通,
新基金业务管理系统_内部,【基金分红】初审代填信息提交，复核退回，初审编辑页面无法修改证券代码,优化,高,
新基金业务管理系统_内部,【（创新式）封闭式基金上市】通知单不正确,优化,高,
新基金业务管理系统_内部,【基金分红】初审退回信息后，基金公司更换代码，申请页面的证券简称没有随之改变,优化,高,
新基金业务管理系统_内部,【上证连续停牌通知单】办理连续停牌，复审通过后查看通知单，发现显示错误，见截图,优化,普通,
新基金业务管理系统_内部,【上证基金通放开申赎】通知单：公告日期不用显示时分秒,优化,低,
新基金业务管理系统_内部,【LOF分级不定期折算】复审第二次审核通过进入发单界面，未发送的部门显示红勾,缺陷,高,
新基金业务管理系统_内部,【上证基金通放开申赎】新建单子保存或者提交后，查看或者审核页面：申请人显示的是公司编号,优化,普通,
新基金业务管理系统_内部,【ETF集合申购】 基金业务部列表页面：清空按钮不能复位选择框,优化,低,
新基金业务管理系统_内部,【上证基金通更名】新建单子保存或者提交后，查看或者审核页面：申请人显示的是公司编号,优化,普通,
新基金业务管理系统_内部,【LOF分级不定期折算】份额登记日、折算日、复牌日选择今天日期之前的非交易日，失去光标之后会黑屏,优化,高,
新基金业务管理系统_内部,【实时申赎货币基金摘牌】 发送通知单页面：《基金连续停牌》通知单中，基金代码一栏显示“fundN”,优化,低,
新基金业务管理系统_内部,【LOF分级定期折算】 发送通知单页面：“全选发送方”字未去掉,优化,低,
新基金业务管理系统_内部,【LOF分级定期折算】 主办填报页面：复审选择框随着“关闭”和“提交”的操作在一直增加,优化,低,
新基金业务管理系统_内部,【ISIN码管理】初审审批时删除了一个其他市场证券的信息 ，但审批完查看后，删除的信息仍然存在,优化,普通,
新基金业务管理系统_内部,【上证基金通发售变更】无法保存和提交,缺陷,高,
新基金业务管理系统_内部,【ETF更名】 查看通知单页面：未发送的部门也打了勾,优化,低,
新基金业务管理系统_内部,【管理员界面】分页符和其它流程不一致,优化,普通,
新基金业务管理系统_内部,"【ETF更名】 业务部填报页面：未选择复核人是弹出提示框直接用了alert(),建议统一",优化,低,
新基金业务管理系统_内部,【ETF更名】 业务部填报页面：日期输入框应该只能点选日期不可输入文字,优化,低,
新基金业务管理系统_内部,【上证lof分级基金定期折算】复审通过全选发送通知单后，点击完成按钮无效,缺陷,高,
新基金业务管理系统_内部,【上证LOF基金通发行】复审通过后发送通知单，先发送部分部门，点击完成，提示有部门未发送，返回后无法发送和完成,缺陷,高,
新基金业务管理系统_内部,【上证基金通发售变更】所内查询列表格式错乱,优化,高,
新基金业务管理系统_内部,【ETF合并】通知单全选发送成功，点击完成提示“请至少选择一个部门发送”（偶发）,缺陷,普通,
新基金业务管理系统_内部,【ETF拆分】基金开盘参考价通知单模板不正确,优化,普通,
新基金业务管理系统_内部,【上证基金通发售】发单：单独勾选一个部门发单，显示发送成功后再全选发送，会再次发一遍给单独已发的部门,优化,高,
新基金业务管理系统_内部,【基金连续停牌】通知单模板不正确,优化,普通,
新基金业务管理系统_内部,【上证LOF暂停恢复申赎及转托管】初审页面的意见审核栏部门显示不正确,优化,普通,
新基金业务管理系统_内部,【ETF发行】复核为发送全部单位，点击完成，流程完成后，页面标示所有单位都发送,优化,普通,
新基金业务管理系统_内部,【ETF退市】复核为发送全部单位，点击完成，流程完成后，页面标示所有单位都发送,优化,普通,
新基金业务管理系统_内部,【ETF上市】复核为发送全部单位，点击完成，流程完成后，页面标示所有单位都发送,优化,普通,
新基金业务管理系统_内部,【上证基金通放开申购赎回及转托管】通知单的公告日期不用精确到时分秒,优化,普通,
新基金业务管理系统_内部,【ETF变更标的指数】主办代填，所外查看页面有“填报人”相关字段,优化,低,
新基金业务管理系统_内部,"【ETF变更标的指数】所外修改未通过的单子,修改页面未显示“申请人”",优化,普通,
新基金业务管理系统_内部,【上证基金通摘牌】提示语请保持一致,优化,普通,
新基金业务管理系统_内部,【上证基金通发售变更】全选按钮全部发送之后没有被禁掉,优化,普通,
新基金业务管理系统_内部,【上证基金通发售变更】通知单的公告日期不用精确到时分秒,优化,普通,
新基金业务管理系统_内部,"【代码申请】所外提交后,ETF基金，除了黄金和货币，其他ETF类别基金的申请日期有误",优化,普通,
新基金业务管理系统_内部,【基金分红】初审退回信息后，基金公司无法再次提交,缺陷,高,
新基金业务管理系统_内部,【基金连续停牌】复审审核点击通过提示“操作失败，请联系管理员”,缺陷,紧急,
新基金业务管理系统_内部,【基金分红】初审退回信息后，列表在办人栏仍显示初审姓名,优化,高,
新基金业务管理系统_内部,【基金分红】初审代填信息提交，复核退回，初审的列表操作栏显示有问题，编辑页面无法修改证券代码,优化,高,
新基金业务管理系统_内部,【基金分红】初审列表页面，无法点上一页,优化,普通,
新基金业务管理系统_内部,【连续停牌】复审点击完成，操作无效,缺陷,高,
新基金业务管理系统_内部,【上证分级LOF定期折算】提示语弹出两次,优化,普通,
新基金业务管理系统_内部,【LOF暂停及恢复申赎及转托管】初审审核提示语请保持一致,优化,普通,
新基金业务管理系统_内部,【LOF基金份额放开交易】基金连续停牌通知单和基金开盘参考价通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【LOF上市放开申赎及转托管】LOF上市通知（日内回转）通知单显示不正确,优化,普通,
新基金业务管理系统_内部,【LOF基金份额放开交易】基金连续停牌通知单和基金开盘参考价通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【基金分红】初审中‘上传中登所发通知单扫描件’，上传任意通知单皆无反应，且点击通过，不通过，关闭按钮皆无效,缺陷,高,
新基金业务管理系统_内部,【LOF基金份额放开交易】提示语需优化,优化,普通,
新基金业务管理系统_内部,【基金分红】基金公司提出申请，‘每份红利’输入栏中未加字符类型控制,优化,普通,
新基金业务管理系统_内部,【LOF基金发行变更】LOF认购变更通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【连续停牌】复审勾选某一个单位点击发送，单击完成，弹出提示框，点击确定，操作无效,优化,高,
新基金业务管理系统_内部,【LOF基金发行】LOF挂牌通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【连续停牌】初审代填，被复核退回后，初审修改代码，提交后，在初审在办事项和复核待办事项中，代码未变更,优化,高,
新基金业务管理系统_内部,【ETF基金集合申购上市】ETF基金集合申购上市通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【LOF发行】LOF挂牌通知单：模板中一个字段不正确,优化,普通,
新基金业务管理系统_内部,【ETF基金集合申购及上市】数据列表过滤查询数据列表“操作列”显示不正确,优化,普通,
新基金业务管理系统_内部,【代码申请】所外提交后，显示在所内首页“待办”的第二条；初审通过后，也仍在复审待办的第二条,优化,普通,
新基金业务管理系统_内部,【ETF基金退市】ETF基金退市通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【ETF基金回购出入库】ETF基金回购出入库通知单与需规不符,优化,普通,
新基金业务管理系统_内部,【ETF基金发行】申请，基金公司和所内皆无法提交,缺陷,高,
新基金业务管理系统_内部,【场外集合申购及上市】连续停牌通知单内容显示问题,缺陷,普通,
新基金业务管理系统_内部,【ETF基金合并】主办首页无法找到待录入的数据，所内其他人员可以看到且可以录入数据,缺陷,高,
新基金业务管理系统_内部,【ETF基金合并】ETF基金合并通知单与需规不符,优化,高,
新基金业务管理系统_内部,"【所有页面年月日显示除了生成文件内容显示外】日期年月日格式均改为 ""2017-08-09"" 此种格式",优化,低,
新基金业务管理系统_内部,【ETF基金集合申购及上市】初审复核无法对列表信息进行翻页操作,优化,普通,
新基金业务管理系统_内部,【代码申请】初审无法录入申赎代码、申赎资金代码、非沪市资金代码,缺陷,高,
新基金业务管理系统_内部,【代码申请】基金公司申请输入证券简称，无法自动显示申赎简称；初审审批时录入证券代码，无法自动显示其他代码自动显示,优化,普通,
新基金业务管理系统_内部,【代码申请】申请信息时，先输入基金全称，选择基金类别，基金全称内容消失,优化,普通,
新基金业务管理系统_内部,【代码申请】无法下载和查看提交后各状态的附件,优化,普通,
新基金业务管理系统_内部,【上证lof基金】发行复审通过后无法上传修正通知单（38环境）,缺陷,高,
新基金业务管理系统_内部,【ETF基金集合申购及上市】录入开盘参考价后无法提交,缺陷,高,
新基金业务管理系统_内部,【基金产品代码申请】无法上传附件（38环境）,缺陷,高,
新基金业务管理系统_内部,【系统管理员】所内用户管理，修改，上传图片失败（38环境）,缺陷,高,
新基金业务管理系统_内部,【所内用户管理】无法上传所内用户的签名图片,缺陷,普通,
新基金业务管理系统_内部,【场外集合申购及上市】通知单未发送完毕，点击完成操作成功；上传通知单后，通知单信息未变更,缺陷,普通,
新基金业务管理系统_内部,业务流程申请页面的申请日期格式不统一,优化,普通,
新基金业务管理系统_内部,【实时申赎货币基金放开申购赎回】通知单抬头不正确,优化,普通,
新基金业务管理系统_内部,【基金连续停牌】所外人员查看历史审核意见栏，“部门”显示不正确,优化,普通,
新基金业务管理系统_内部,【LOF上市及放开申赎及转托管】所外人员业务办理申请页面，“申请人”不显示,优化,高,
新基金业务管理系统_内部,【辅助功能】所内人员点击待办事项报500错误,缺陷,高,
新基金业务管理系统_内部,【代码申请】申请操作时间为2017年2月23日，但列表中的申请时间为2月20日,优化,低,
新基金业务管理系统_内部,【试运行0.7-基金传真汇总】传真汇总列表：若之前未发送的签收单应在列表显示,需求变更,高,
