项目,主题,问题类型,优先级,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】18.公司债券兑付摘牌通知 公告日期显示缺失,缺陷,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】4.	可转换公司债券转股通知 日期校验有误",缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】4.	可转换公司债券转股通知 默认值有误",缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】4.	可转换公司债券转股通知 只读校验有遗漏",缺陷,高,
新公司业务管理系统_内部,13.可转债转股代码摘牌通知-打印,缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】3.	可转债上市通知 数据类型有误",缺陷,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】3.	可转债上市通知 交易日未校验",缺陷,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】3.	可转债上市通知 从系统导出的字段的功能有误",缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】2.可转债配售数量情况 从系统导出的字段的功能有误,缺陷,高,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】2.可转债配售数量情况 默认值未自动显示,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】2.可转债配售数量情况 股票名称 、股票代码位置优化,优化,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 默认值可优化",优化,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 数据字典字段长度有误",需求变更,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 交易日未校验",缺陷,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 数值范围未校验",缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 数值类型未校验",缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 必填项未校验",缺陷,普通,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 默认值有误",缺陷,低,
新公司业务管理系统_内部,"【7.2.2-业务通知单校验修改】1.	可转债发行通知 默认值有误",缺陷,普通,
新公司业务管理系统_内部,【7.2-退市指标】业务预警今日刷新接口文件后无法正确预警,缺陷,紧急,
新公司业务管理系统_内部,【7.2.2-权益分派-5】公司预警未触发,缺陷,紧急,
新公司业务管理系统_内部,40.增发新股价格及配售情况通知,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】新建函件时可选已删除的案件编号；且使用简易程序生成时，跳过了需要废号利用的案件编号,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表中展示了未提交状态的案件编号，且一览表缺少”案件编号状态“列表元素,缺陷,普通,
新公司业务管理系统_内部,【案件编号】用简易程序生成的案件编号，在修改页面不显示案件编号,缺陷,普通,
新公司业务管理系统_内部,【函件优化】监管措施意向书发送到上市公司页面显示多余字段,缺陷,高,
新公司业务管理系统_内部,【函件优化】导出一览表与页面显示不一致,缺陷,高,
新公司业务管理系统_内部,新建独立停复牌申请单，点击提交，页面弹出错误性信息（偶发缺陷）,缺陷,普通,
新公司业务管理系统_内部,独立停复牌页面点击查询、清空时，页面报错,缺陷,低,
新公司业务管理系统_内部,测试步骤：上市公司登陆系统（用户名：600099   密码：9），辅助功能>>错发回收；建议【搜索】功能按钮后面添加 【清空】功能按钮,优化,低,
新公司业务管理系统_内部,当一个账户角色为多用户角色时，【辅助工具】下的菜单模块被遮挡无法点击进入相关菜单页面,优化,普通,
新公司业务管理系统_内部,42.配股实施通知,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-权益分派-5】预警提示对象缺少操作复核,缺陷,高,
新公司业务管理系统_内部,【7.2.2-权益分派-5】预警获取提示内容与需求不符,缺陷,高,
新公司业务管理系统_内部,监管互动-内幕信息知情人新建，证件类型选择非【境内身份证】选项时，【证件号码】为空也可成功提交申请单,缺陷,普通,
新公司业务管理系统_内部,44.股票上市通知,缺陷,普通,
新公司业务管理系统_内部,监管互动-内幕信息知情人新建，首次点击提交，申请单无法成功提交,缺陷,高,
新公司业务管理系统_内部,【函件优化】操作复核当日业务通知单页面乱码,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.2 日常评价】是否已转换未排序,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 日常评价】日常评价页面最新评价时间未排序,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】使用已办结状态的案件编号新建函件，案件编号状态不能变更为使用中,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表导出功能导出的所有文件均未空文件,缺陷,立刻,
新公司业务管理系统_内部,【V7.2.2 监管措施】口头警示办结报错,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表问题汇总2,缺陷,普通,
新公司业务管理系统_内部,【函件优化】未开发需求,优化,普通,
新公司业务管理系统_内部,【函件优化】监管措施纪律处分决定书文秘处不可修改,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分决定书页面多个添加附件链接,缺陷,普通,
新公司业务管理系统_内部,41.定价增发股票发行通知,缺陷,低,
新公司业务管理系统_内部,28.上市股票撤销其他风险警示及实施退市风险警示通知,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】新建函件时，可选的案件编号包含了未提交的案件编号,缺陷,低,
新公司业务管理系统_内部,【V7.2.2 监管措施】案件编号办结后，办结时间为空,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】利用简易程序生成的案件编号为未提交状态,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 一览表】终止后的案件编号关联的函件，无法在监管日志和函件处理-发函列表页查看,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施-决定书上网把关节点，无法修改函件正文word,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 一览表】页面问题汇总,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 函件流程】分道制意见函流程，拟稿人确认通过后，页面报错无法办结,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书添加附件后会监管日志页面变为两个流程,缺陷,普通,
新公司业务管理系统_内部,【函件优化】纪律处分意向书流程到上网把关后流程办结,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书处分对象证件类型少两个选项,缺陷,普通,
新公司业务管理系统_内部,【函件优化】纪律处分意向书流程上市公司回函后到初审后显示分管领导审核通过,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书流程流转到上市公司页面意见输入按钮不要 ,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】19.公司债券利率调整通知 基本利率和利差校验有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】19.公司债券利率调整通知 股票代码和股票简称只读设置有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】18.公司债券兑付摘牌通知  债券到期日导入功能有错误,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】加分和减分子节点勾选后字体为标红,缺陷,高,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】48.证券代码变更通知 变更前证券简称校验必填有误,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】加分和减分标题太小,优化,高,
新公司业务管理系统_内部,【V7.2.2日常评价】加分和减分子节点字体不齐整,优化,高,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】48.证券代码变更通知 变更前证券简称校验必填有误,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】添加其他项没有样式,优化,高,
新公司业务管理系统_内部,【V7.2.2日常评价】中文显示乱码,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.2日常评价】JS未提交,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书到上市公司节点处分对象不是必填项,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书审核人不通过没有废弃按钮,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分决定书到上网把关和初审通过后报错,缺陷,高,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】1.可转债发行通知 无法读取通知单,缺陷,紧急,
新公司业务管理系统_内部,【函件流程】纪律处分决定书文秘不套红不能生成PDF,缺陷,高,
新公司业务管理系统_内部,【函件优化】纪律处分意向书的流程节点错误,缺陷,紧急,
新公司业务管理系统_内部,【7.2.2-权益分派-5】预警获取最后期限字段与需求不符,缺陷,高,
新公司业务管理系统_内部,【7.2.2-权益分派-5】预警日期不正确,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】案件编号关联的监管措施函件都审核办结之后，案件编号状态未变更为已办结 ,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 一览表】初审在一览表中终止案件编号，案件编号下的函件流程未终止,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施决定书流程中，秘书没有套红按钮，流程无法继续,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表中展示了已删除案件编号关联的函件，已经删除的函件,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】修改监管措施中的违规类型、处分对象类型等时，案件编号中的相关字段没有被修改,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施审核流程中，审核驳回至初审后，初审没有废弃按钮,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】新建口头警告时，自动分配案件编号失败,缺陷,高,
新公司业务管理系统_内部,20.公司债券信用评级调整通知,缺陷,普通,
新公司业务管理系统_内部,13.可转债转股代码摘牌通知,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 函件流程】一个发函只能关联一个回函,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 函件流程】初审移交分管公司后，函件把关退后至原初审,优化,低,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表中展示的案件编号不全,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】口头警示新建时如果不保存直接提交，则无法成功关联案件编号,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】未新建纪律处分小组组长角色，监管措施流转到纪律处分小组组长节点时未能找到正确审核人员,缺陷,高,
新公司业务管理系统_内部,17.证券摘牌通知错误校验,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 函件流程】向证监会报告类别流程，函件把关节点审核退回后，函件状态错误为未提交状态,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 函件流程】正文修改历史无法展示最近一次修改记录,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施函件页面必填项均未校验,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施关联案件编号后，口头警示、意向书、建议书无法自动展示案件编号的处分方式等内容,优化,低,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施关联案件编号时，新建页面展示了重复的、其他状态和公司的案件编号,缺陷,紧急,
新公司业务管理系统_内部,【案件编号】新建案件编号不连续,缺陷,普通,
新公司业务管理系统_内部,【案件编号】删除案件编号慢,缺陷,普通,
新公司业务管理系统_内部,【函件流程】重大资产重组预案审核意见函流程拟稿人退回后走的流程错误,缺陷,普通,
新公司业务管理系统_内部,【函件流程】文秘套红后初审审核不通过后，定稿正文不随流程走,优化,普通,
新公司业务管理系统_内部,【案件编号】新建案件编号后没有自动生成案件编号,缺陷,高,
新公司业务管理系统_内部,【7.2-退市指标】业务预警无法预警昨日数据,缺陷,高,
新公司业务管理系统_内部,【7.2-退市指标】默认发送用户可优化,缺陷,低,
新公司业务管理系统_内部,【7.2-退市指标】提示信息错误,缺陷,普通,
新公司业务管理系统_内部,【历史BUG需要优化】审核驳回后的公告标题修改并再次提交后，错发回收列表以及再次审核驳回的业务提醒中，使用了修改前的公告标题,优化,低,
新公司业务管理系统_内部,【7.2零散-近期信息披露】添加的字段内容不符合需求文档,优化,高,
新公司业务管理系统_内部,【7.2文档】零散需求文档问题,文档,低,
新公司业务管理系统_内部,【7.2零散-操作复核标记显示】年报审核页显示操作复核信息有误,缺陷,高,
新公司业务管理系统_内部,【7.2零散-操作复核标记显示】直管复核没有显示已标记的操作复核信息,缺陷,高,
新公司业务管理系统_内部,权益分派确认消息,缺陷,低,
新公司业务管理系统_内部,权益分派确认消息,缺陷,低,
新公司业务管理系统_内部,（优化）xdprice或secondcompare如果一天运行多次，导致已确认变成未确认,优化,低,
新公司业务管理系统_内部,URGENT  =‘ZZC’未置位NULL,缺陷,低,
新公司业务管理系统_内部,权益分派闭环消息,缺陷,低,
新公司业务管理系统_内部,移动办公上传值班复核信息excel无法绕过防火墙限制,缺陷,低,
新公司业务管理系统_内部,外网起稿无法下载插件无法显示起稿模版页面,缺陷,低,
新公司业务管理系统_内部,(优化) 函件把关进行函件把关切换设置入口,优化,低,
新公司业务管理系统_内部,发送方userid为0，且urgent为'ZZB',缺陷,普通,
新公司业务管理系统_内部,【网投校验】非交易日早9：30定时任务启动,缺陷,高,
新公司业务管理系统_内部,【网投校验】同一识别码网投指令中先删后增指令中增加的指令没有更新,缺陷,高,
新公司业务管理系统_内部,【网投校验】同识别码的网投指令先增后删操作不成功,缺陷,普通,
新公司业务管理系统_内部,【中央数据库】监管报告、一般监管记录接口定时任务运行时报错,缺陷,高,
新公司业务管理系统_内部,【中央数据库】非纪律处分发函接口，接口文件中有重复记录，且zip包中包含非“定稿正文”类型附件,缺陷,高,
新公司业务管理系统_内部,【中央数据库】上市公司信息 公司数量不全,缺陷,普通,
新公司业务管理系统_内部,【网投校验】删除指令运行不成功,缺陷,高,
新公司业务管理系统_内部,【中央数据库】上市公司信息B股上市日期字段取值与接口文档不一致,缺陷,高,
新公司业务管理系统_内部,【中央数据库】上市公司信息接口字段错误,缺陷,低,
新公司业务管理系统_内部,【网投校验】运行失败后发送给技术人员短信无Title,缺陷,高,
新公司业务管理系统_内部,【中央数据库】分道制文件未进入zip包,缺陷,高,
新公司业务管理系统_内部,【网投校验】页面校验任务链接报“400”错误,缺陷,普通,
新公司业务管理系统_内部,【V7.1 定期报告当日审核】季报中配置的”关键字“等手工填写项，再季报中上传XBRL文件后，页面填写控件隐藏，完成公告报错,缺陷,高,
新公司业务管理系统_内部,【V7.1 定期报告当日审核】修改删除已完成公告中已上传的XBRL，直接完成公告时，后台报空指针,缺陷,普通,
新公司业务管理系统_内部,【V7.1 定期报告当日审核】季报公告新建页面，可以同时在“季报全文”和“定期报告全文”都上传XBRL文件,缺陷,普通,
新公司业务管理系统_内部,【V7.1 定期报告当日审核】季报上传XBRL文件并正常完成公报时报错,缺陷,高,
新公司业务管理系统_内部,【V7.1 定期报告当日审核】删除年报公告中的必填文件时，选择取消删除，页面总是会展示“关键字”和“数据采集项”部分，且可以填写,缺陷,普通,
新公司业务管理系统_内部,【V7.1 操作复核分工调整】安全问题汇总,优化,普通,
新公司业务管理系统_内部,【V7.1 监管复核调整组内分工】安全问题汇总,优化,普通,
新公司业务管理系统_内部,关于网投T-2日校验规则优化,优化,立刻,
新公司业务管理系统_内部,【V7.1 紧急停牌新增提醒】紧急停牌流程中的学徒，未收到定时任务中发送的紧急停牌未审核提醒短信,缺陷,普通,
新公司业务管理系统_内部,【V7.1 直通车信息披露提醒短息增加对象】代办人员未收到短信通知,缺陷,低,
新公司业务管理系统_内部,【7.1 直通车信息披露提醒短信增加对象】公告申请单被审核驳回后再次提交，文件流转岗等收到了提醒短信,缺陷,普通,
新公司业务管理系统_内部,【V7.1 监管复核调整组内分工】监管复核为新增下属初审分配公司，cbms_lco_manage表中分配公司的操作复核及值班复核id为空,缺陷,普通,
新公司业务管理系统_内部,【V7.1 直通车披露提醒短信增加对象】收到的提醒为业务提醒，非短信提醒,缺陷,高,
新公司业务管理系统_内部,【历史BUG需要优化】文件流转岗-开关闸页面非直通车公告tab页的文字显示不正确,优化,低,
新公司业务管理系统_内部,上市公司-业务申请补改删列表记录查询筛选结果不正确.,缺陷,普通,
新公司业务管理系统_内部,"上市公司-在任董监高新建,点击选择""任职起始日期""时,选择出的日期不正确,为上一个月份.(无法重现)",缺陷,低,
新公司业务管理系统_内部,"上市公司及相关主题承诺新建页面,输入选择承诺类型,承诺主体类型,目前履行状态选项,点击查询,查询结果不正确",缺陷,低,
新公司业务管理系统_内部,"【页面优化建议】上市公司-资料填报-上市公司信息维护-持股变动申报,点击新建按钮,跳转至持股变动申报新建页面",优化,低,
新公司业务管理系统_内部,纪律处分-决定书-》谴责责任人+公开认定函件中发送REGULATION _TYPE_DESC数据错误,缺陷,普通,
新公司业务管理系统_内部,函件发送至SSE网站查出的数据少了几家公司,缺陷,紧急,
新公司业务管理系统_内部,运行IC-NCMSystem(CancelPublishingStateFeedback).xml 插入cbma_vote_net_sn报错,缺陷,高,
新公司业务管理系统_内部,事后审核：0305 当天已发送网投指令，撤销申请成功，但是cancel表里没有记录，导致0305 还可以再次提交,缺陷,高,
新公司业务管理系统_内部,非纪律处分发函-》问询函未发送至SSE网站,缺陷,高,
新公司业务管理系统_内部,15：00后事后流程撤销成功后。撤销表没有数据,缺陷,高,
新公司业务管理系统_内部,插入股东大会删除列表报错,其他,普通,
新公司业务管理系统_内部,FTP 报错,其他,低,
新公司业务管理系统_内部,监察部往来函件未回函无业务预警,缺陷,紧急,
新公司业务管理系统_内部,非纪律处分发函提交后进入流程审核各阶段部分角色其他待办显示错误,缺陷,高,
新公司业务管理系统_内部,系统发函模板列表中缺少修订人字段,优化,低,
新公司业务管理系统_内部,9月29日提交0301必须审核通过且发送电子指令；10.12日提交0305，系统显示提交成功但cbma_vote_net_sn表没有增加记录,缺陷,高,
新公司业务管理系统_内部,系统发函模板下载新建模板名称与历史模板名称不一致,优化,普通,
新公司业务管理系统_内部,系统发函模板新建发函模板附件替换有误,缺陷,普通,
新公司业务管理系统_内部,【历史遗留缺陷需要优化】9月29日 提交0301 不审核、发送电子指令；10.12日 提交0305 提交失败 cbma_vote_net_sn表有记录；CBMI_STABKE_DECISION股东大会表有CANCEL_ID记录,优化,高,
新公司业务管理系统_内部,监管日志新建页面处理流程纪律处分的处理方式显示有误,缺陷,普通,
新公司业务管理系统_内部,非纪律处分发函收函单位错误,优化,紧急,
新公司业务管理系统_内部,监管日志编辑页面分阅按钮未进行必填项校验,缺陷,普通,
新公司业务管理系统_内部,监管日志新建页面处理流程列表中案件编号位置有误,优化,低,
新公司业务管理系统_内部,非纪律处分发函“函件标题”生成内容不正确,缺陷,紧急,
新公司业务管理系统_内部,非纪律处分发函“本所网站信息公开”未按需求开发,缺陷,紧急,
新公司业务管理系统_内部,非纪律处分发函新建页面抄送人员和函件编号不是必填项,缺陷,紧急,
新公司业务管理系统_内部,非纪律处分发函所有必填项必须加红色*,缺陷,高,
新公司业务管理系统_内部,非纪律处分发函“函件类别”为空时提示信息错误,缺陷,低,
新公司业务管理系统_内部,监管日志新建页面选择分阅人员后，未业务提醒分阅人员,缺陷,高,
新公司业务管理系统_内部,非纪律处分发函页面上传附件后不显示文件后缀,缺陷,普通,
新公司业务管理系统_内部,监管日志编辑页面中分阅意见页面按钮功能实现有点慢,优化,低,
新公司业务管理系统_内部,事前审核：9.29提交0301审核通过发送指令ADD B1，10.12日提交0311公告，审核通过，发送的指令ADD B2,缺陷,高,
新公司业务管理系统_内部,权益分派未实施业务清单翻页速度过慢,优化,低,
新公司业务管理系统_内部,17:00发送权益分派未提交0901公告的短信提醒未发送至代办人员,缺陷,普通,
新公司业务管理系统_内部,16:00发送短信提醒未提交公告的上市公司，未发送至代办人员,缺陷,紧急,
新公司业务管理系统_内部,权益分派未实施业务清单页面数据显示有误,缺陷,普通,
新公司业务管理系统_内部,提交0301事前流程，审核通过并发送网投指令，次一交易日提交0305公告，审核失败,缺陷,低,
新公司业务管理系统_内部,【历史遗留缺陷需要优化】提交0301公告审核通过并发送网投指令，次一交易日提交0305公告审核通过，取消复核失败,优化,普通,
新公司业务管理系统_内部,16:30发送短信提醒T-1的未提交权益分派0901公告，未发送相关代办人员,缺陷,普通,
新公司业务管理系统_内部,提交0301事后流程，不审核，直接点击撤销，点击发送电子文件生成了股东大会ADD指令,缺陷,普通,
新公司业务管理系统_内部,提交0301走事后流程，不审核，直接生成电子文件，文成的文件为空,缺陷,普通,
新公司业务管理系统_内部,(优化) 当填写完成时，审核状态依然是‘草稿’，需自动刷新变更为‘填写完成’,优化,低,
新公司业务管理系统_内部,提交事前审核流程0301公告，当操作复核通过后监管复核审核失败或监管复核通过后操作复核失败,缺陷,普通,
新公司业务管理系统_内部,1.权益分派给上市公司发最终确认短信的时候重复发送历史数据2.secondcompare 日期未格式化,缺陷,普通,
新公司业务管理系统_内部,竞价平台除权除息增量数据文件、竞价平台除权除息全量数据文件中每股送转比例合计数据规格与文档要求不一致,缺陷,低,
新公司业务管理系统_内部,执行除权除息价格文件，未更改B股的流程监控列表页面的操作结果反馈状态,缺陷,紧急,
新公司业务管理系统_内部,处理记录中的内容没有换行,优化,低,
新公司业务管理系统_内部,上市公司在公告基本信息页面查看历史页面中点击链接没有反应,优化,高,
新公司业务管理系统_内部,系统校验XBRL文件出错，但是生成了权益分派业务实施申请单,缺陷,紧急,
新公司业务管理系统_内部,流程监控列表页面操作结果中交易管理部结果数据显示错误,缺陷,紧急,
新公司业务管理系统_内部,流程监控列表查看中比对异常TAB页显示有误,缺陷,紧急,
新公司业务管理系统_内部,权益分派申请表数据对齐方式不一致，页面不协调,优化,低,
新公司业务管理系统_内部,操作复核进入流程监控列表，添加处理记录，保存后提示信息不明确,缺陷,普通,
新公司业务管理系统_内部,上市公司提交0901公告，与中登数据进行比对时报错,缺陷,高,
新公司业务管理系统_内部,操作复核审核公告不通过，但是业务通知单中有复核签名,缺陷,高,
新公司业务管理系统_内部,业务通知单数据多出A股股本变动数,缺陷,紧急,
新公司业务管理系统_内部,上市公司提交申请之后，查看申请，保存之后提示信息有误,缺陷,紧急,
新公司业务管理系统_内部,生成的业务通知单数据有误,缺陷,紧急,
新公司业务管理系统_内部,学徒审核不通过，上市公司信息披露页面该公告操作为空,优化,紧急,
新公司业务管理系统_内部,上市公司添加0901公告，保存后提示信息出错,缺陷,紧急,
新公司业务管理系统_内部,公告数据文件中上市日期显示有误,缺陷,低,
新公司业务管理系统_内部,将公告对帐文件发送给中国结算，生成文件中股份送转的XL的上市日期不为空,缺陷,低,
新公司业务管理系统_内部,公告对帐文件发送给中国结算,缺陷,低,
新公司业务管理系统_内部,流程监控页面列表操作结果反馈状态有误,缺陷,紧急,
新公司业务管理系统_内部,流程监控页面列表流程跟踪TAB页流程节点显示有误,缺陷,紧急,
新公司业务管理系统_内部,cbm发送公告数据文件条件有误,缺陷,低,
新公司业务管理系统_内部,差异化的送转股+红利发放，提示信息有错,缺陷,高,
新公司业务管理系统_内部,计派发现金红利/变动前股份总数的计算结果精度根据向全体股本发放每股红利数据精度而定,缺陷,高,
新公司业务管理系统_内部,比对完成后，上市公司确认页面查看结果中未显示上市日期,缺陷,普通,
新公司业务管理系统_内部,对账文件比对一致且除权除息价格文件比对一致后，确认短信提醒内容错误,缺陷,高,
新公司业务管理系统_内部,XDPRICE未发送异常短信给白天值班操作复核,缺陷,紧急,
新公司业务管理系统_内部,中登数据比对后，且除权除息价格文件执行后，上市公司未显示待确认状态,缺陷,紧急,
新公司业务管理系统_内部,操作复核审核通过之后，流程监控列表中的比对异常就显示“中国结算不一致”,缺陷,高,
新公司业务管理系统_内部,上市公司确认页面列表查看详情页面显示有误,缺陷,低,
新公司业务管理系统_内部,除权除夕价格文件状态显示错误,缺陷,紧急,
新公司业务管理系统_内部,流程监控列表比对不一致时，比对异常TAB页中登数据显示错误,缺陷,紧急,
新公司业务管理系统_内部,系统计算出的共计派发红利/变动前股本！=每股派发红利 没有提示选择差异化分红,缺陷,高,
新公司业务管理系统_内部,"900914,B股， PT， SGDJ， send表股权登记日被重置为错误的日期",缺陷,高,
新公司业务管理系统_内部,未正确提取XBRL 税前价格、红利发放日，导致send表该字段数据为空,缺陷,紧急,
新公司业务管理系统_内部,T-1日公司系统生成的公告数据文件，原始数据发送方字段应该为SSE,缺陷,普通,
新公司业务管理系统_内部,A股送转股 ，只有送股没有转增股时，权益分派实施申请单中数据不全,缺陷,高,
新公司业务管理系统_内部,比对一致后，权益分派实施业务申请表数据错误,缺陷,紧急,
新公司业务管理系统_内部,A股差异化送股，XBRL为差异化，提示还要选择为差异化，且数据提取有误,缺陷,高,
新公司业务管理系统_内部,A股差异化送股，提示信息错误,缺陷,高,
新公司业务管理系统_内部,权益分派增量文件生成数据为空,缺陷,高,
新公司业务管理系统_内部,差异化送转股时，对XBRL文件的股本结构表数据的填写的没有限制,优化,普通,
新公司业务管理系统_内部,业务通知单中数据不完善,缺陷,高,
新公司业务管理系统_内部,上市公司上传XBRL之后，在公告页面点击关闭，回到新建申请单页面，内容没有保存,缺陷,高,
新公司业务管理系统_内部,A+B股 除权除息日=红利发放日 没有做校验（陈国辉）,缺陷,高,
新公司业务管理系统_内部,对比完中国结算登记日生效信息数据对账文件后，若已收到除权除夕价格，未短信提醒,缺陷,高,
新公司业务管理系统_内部,权益分派全量文件生成se038cqcxqlyymmdd001.txt文件缺少数据,缺陷,紧急,
新公司业务管理系统_内部,文件流转岗生成电子通知单数据“竞价平台除权除息增量数据文件.txt”有问题,缺陷,紧急,
新公司业务管理系统_内部,操作复核取消复核之后，业务通知单上复核签名依然存在,缺陷,高,
新公司业务管理系统_内部,文件流转岗生成电子通知单数据“公告数据文件.txt”有问题,缺陷,紧急,
新公司业务管理系统_内部,在0901公告类别时，业务申请表表单去掉,优化,低,
新公司业务管理系统_内部,盘后连续停牌数据进错平台,缺陷,紧急,
新公司业务管理系统_内部,提交0901公告，提示信息不妥当,优化,普通,
新公司业务管理系统_内部,BI每交易日15:55读取竞价系统的除权除息价格文件插入数据库表失败,缺陷,普通,
新公司业务管理系统_内部,异常业务提醒人员没有白天值班操作复核,缺陷,普通,
新公司业务管理系统_内部,轮询会多次生成“业务操作接口数据文件”,缺陷,紧急,
新公司业务管理系统_内部,停复牌午间综业反馈不一致（指令不一致）业务提醒和短信通知内容错误,缺陷,普通,
新公司业务管理系统_内部,16:00未收到登记日权益生效信息数据对账文件，未发送短信提醒给白天值班操作复核、业务管理员、开发人员,缺陷,低,
新公司业务管理系统_内部,登记日权益生效信息数据对账文件比对不一致未发送业务提醒和短信提醒对应初审（学徒和直管），监管复核，操作复核,缺陷,普通,
新公司业务管理系统_内部,执行中登发送登记日生效信息数据对账文件，流程监控列表操作结果反馈状态有误,缺陷,高,
新公司业务管理系统_内部,16:00获取正确登记日权益生效信息数据对账文件比对，上市公司确认页面操作反馈状态有误,缺陷,普通,
新公司业务管理系统_内部,停复牌综业平台接口文件名称显示错误,优化,低,
新公司业务管理系统_内部,一个权益分派申请审核有两条业务通知单进入,缺陷,高,
新公司业务管理系统_内部,未放置se001ccjgYYYYMMDD001.txt文件，进行读取竞价系统的除权除息价格文件错误,缺陷,紧急,
新公司业务管理系统_内部,午间紧急停牌操作结果反馈超时状态更新时间点错误,缺陷,普通,
新公司业务管理系统_内部,中登数据A股无限售、限售送股数据无除权日，而XBRL要求与中登数据中的该字段进行校验,缺陷,高,
新公司业务管理系统_内部,CBM发送权益分派全量文件未显示业务操作接口数据文件列表中,缺陷,紧急,
新公司业务管理系统_内部,CBM发送权益分派全量数据文件内容格式与接口文件内容不符,缺陷,高,
新公司业务管理系统_内部,最新的11184版本 ABSystem-NCMSystem(XDPrice).xml有误，导致BI重启时出错，提示缺operation结束标签,缺陷,普通,
新公司业务管理系统_内部,11199最新版本quartz_data.xml 有误，导致重启BI 时提示cronExpresion报错，回退到svn 11084版本 可用,缺陷,普通,
